time/fps,time/time_elapsed,time/total_timesteps,time/iterations,time/rollout_time,time/train_time,train/learning_rate,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss,train/clip_range_vf,train/explained_variance,train/std,train/approx_kl,train/policy_gradient_loss,train/loss,train/entropy_loss
1646,21810,35913728,548,35.31674647331238,1.172861099243164,0.0001,5470,0.1,0.0727386474609375,14.920494270324706,1000.0,0.9178130626678467,0.7002195119857788,0.0018790287,-0.0035056743072345853,7.393660545349121,-24.551125645637512
1646,21846,35979264,549,35.09198045730591,1.1515750885009766,0.0001,5480,0.1,0.0699615478515625,14.9045250415802,1000.0,0.9166781902313232,0.6995019912719727,0.001988344,-0.0036097906762734056,7.401501178741455,-24.52414700984955
1647,21882,36044800,550,34.629470109939575,1.2613191604614258,0.0001,5490,0.1,0.0722686767578125,15.351347208023071,1000.0,0.9146680235862732,0.6988251209259033,0.0019348261,-0.003355855586414691,7.59343957901001,-24.49787108898163
1647,21918,36110336,551,34.86327362060547,1.1697380542755127,0.0001,5500,0.1,0.07426605224609376,13.262160384655,1000.0,0.9245495200157166,0.6982623338699341,0.0019699675,-0.0033020290764397943,6.392647743225098,-24.475910568237303
1647,21954,36175872,552,34.900155544281006,1.1177241802215576,0.0001,5510,0.1,0.073236083984375,15.855662226676941,1000.0,0.9133914113044739,0.697983980178833,0.0018346576,-0.0035993080426123926,7.349390983581543,-24.457895159721375
1648,21991,36241408,553,35.27769875526428,1.1171717643737793,0.0001,5520,0.1,0.07068634033203125,15.856086194515228,1000.0,0.9124799370765686,0.6975338459014893,0.0019135851,-0.0033983326982706787,7.85832405090332,-24.44176173210144
1648,22027,36306944,554,35.71937704086304,1.2177560329437256,0.0001,5530,0.1,0.07734222412109375,15.370235562324524,1000.0,0.9162806868553162,0.6970958113670349,0.0020233807,-0.003334948531119153,7.279455661773682,-24.42247893810272
1648,22064,36372480,555,35.140953540802,1.2302258014678955,0.0001,5540,0.1,0.0660400390625,16.08283998966217,1000.0,0.9112626910209656,0.6964925527572632,0.001756427,-0.0035110497497953474,8.263591766357422,-24.404652953147888
1648,22100,36438016,556,34.99653124809265,1.2184598445892334,0.0001,5550,0.1,0.0775390625,16.246976232528688,1000.0,0.9087187051773071,0.6962852478027344,0.0019519787,-0.0035872730892151593,7.8339009284973145,-24.389368748664857
1648,22137,36503552,557,35.70817947387695,1.1447930335998535,0.0001,5560,0.1,0.070849609375,13.987602186203002,1000.0,0.9233782291412354,0.6957847476005554,0.0018912777,-0.003478948256815784,6.963653564453125,-24.3737512588501
